Product Name,Price,Original Price,Discount,Stock Availability,Image URL,Rating,Product Link
Jameson Jameson Irish Whiskey - 750 Ml,"KSh 2,099","KSh 2,930",28%,671 items left,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/jameson-jameson-irish-whiskey-750-ml-58538273.html
Globalstar Juice Blender Juicer 2 In 1 1.6Litres GS-TY202B  - Black,"KSh 1,596","KSh 2,380",33%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/globalstar-juice-blender-juicer-2-in-1-1.6litres-gs-ty202b-black-293460618.html
Pureliving 6PCS Stainless Steel Coffee Spoons Set,KSh 256,KSh 350,27%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-pureliving-6pcs-stainless-steel-coffee-spoons-set-274321029.html
Yixin 5-piece T-shirt Short Sleeved Children's Summer Half Sleeved Top,KSh 839,"KSh 1,645",49%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/yixin-5-piece-t-shirt-short-sleeved-childrens-summer-half-sleeved-top-192236391.html
12 Pcs Silicone Cooking Utensils Kitchen Utensil Set,"KSh 1,402","KSh 2,100",33%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-12-pcs-silicone-cooking-utensils-kitchen-utensil-set-274321036.html
"3 In 1 Cordless Handheld Vacuum Cleaner, Car, USB Charging, Keyboard Cleaner",KSh 825,"KSh 1,605",49%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-3-in-1-cordless-handheld-vacuum-cleaner-car-usb-charging-keyboard-cleaner-191526942.html
Fashion 2 In1 Watch Fashion Rhinestone Wrist Watch For Ladies+ Bracelet Watch-Beige,KSh 529,KSh 999,47%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-2-in1-watch-fashion-rhinestone-wrist-watch-for-ladies-bracelet-watch-beige-134475987.html
Fashion 3pcs Men Tops+Pants+Shorts Fitness Sportswear Set - Black,"KSh 2,160","KSh 3,200",33%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-3pcs-men-topspantsshorts-fitness-sportswear-set-black-232616016.html
"K35 3.5mm 2 In 1Wireless Lavalier Microphone,Type-C Short Live Video Microphone","KSh 1,460","KSh 2,320",37%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-k35-3.5mm-2-in-1wireless-lavalier-microphonetype-c-short-live-video-microphone-159283460.html
New Fashion Quartz Watch - Elegant And Noble,KSh 848,"KSh 1,396",39%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-new-fashion-quartz-watch-elegant-and-noble-233547934.html
Super Soft Bristle Toothbrush Teeth Care Oral Cleaning Tools - White,KSh 29,KSh 58,50%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-super-soft-bristle-toothbrush-teeth-care-oral-cleaning-tools-white-230167354.html
1Pairs Collagen Eye Patches Anti-Aging Acne Eye Mask,KSh 90,KSh 200,55%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-1pairs-collagen-eye-patches-anti-aging-acne-eye-mask-232616185.html
Cat Print Throw Pillow Case/Cover - 45x45CM,KSh 180,KSh 300,40%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-cat-print-throw-pillow-casecover-45x45cm-234985244.html
5Pack Dish Home Kitchen Thickening Absorbent Scouring Cloth,KSh 275,KSh 550,50%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-5pack-dish-home-kitchen-thickening-absorbent-scouring-cloth-243282242.html
Make-up Remover Powder Puff  Face Clean Pad - Short Hair - White,KSh 140,KSh 280,50%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-make-up-remover-powder-puff-face-clean-pad-short-hair-white-233626143.html
Fashion Women's Canvas Shoes Women Sneakers-White,KSh 549 - KSh 649,KSh 650,16%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-womens-canvas-shoes-women-sneakers-white-253894819.html
Adidas Tensaur Sport 2.0 CF Infant Hook And Loop Shoes,"KSh 2,554","KSh 5,108",50%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/adidas-tensaur-sport-2.0-cf-infant-hook-and-loop-shoes-167077358.html
Men Casual Sneakers Breathable Sport Running Shoes- Blue,KSh 746 - KSh 820,"KSh 1,467",49%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-men-casual-sneakers-breathable-sport-running-shoes-blue-106544403.html
Fashion Mens Sneaker Causal Breathable Shoes Light Weight Walking Shoes,"KSh 899 - KSh 1,099","KSh 1,800",50%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-mens-sneaker-causal-breathable-shoes-light-weight-walking-shoes-169380651.html
Fashion Shoes For Women Sneakers Ladies Shoes Sneakers,KSh 499 - KSh 599,KSh 799,38%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-shoes-for-women-sneakers-ladies-shoes-sneakers-262308506.html
Fashion Ladies Sneaker Shoes Causal Shoes Buy A Size Larger Than Usual White,KSh 999,"KSh 1,500",33%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-ladies-sneaker-shoes-causal-shoes-buy-a-size-larger-than-usual-white-58192703.html
Fashion Trendy Lightweight One-Step Men's Shoes-Black,KSh 500,KSh 890,44%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-trendy-lightweight-one-step-mens-shoes-black-156943472.html
Fashion Men Loafers Shoes Casual Pu Leather Shoes Sneaker Shoes Black,KSh 499,"KSh 800 - KSh 1,000",50%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-men-loafers-shoes-casual-pu-leather-shoes-sneaker-shoes-black-58405477.html
Fashion Ladies Classic Casual Shoes Sneakers Breathable Antiskid For Women Sports,KSh 470,KSh 800,41%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-ladies-classic-casual-shoes-sneakers-breathable-antiskid-for-women-sports-216014119.html
Bata Toughees Black Unisex Toughee Shoes,"KSh 2,899",N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/bata-toughees-black-unisex-toughee-shoes-209332872.html
Fashion Men Shoes Loafers Casual Shoes Slip-Ons Business Loafers Formal Shoes,KSh 545 - KSh 599,"KSh 1,059",49%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-men-shoes-loafers-casual-shoes-slip-ons-business-loafers-formal-shoes-169699649.html
Fashion Men's Sports Shoes,KSh 599 - KSh 636,"KSh 1,299",54%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-mens-sports-shoes-196472062.html
Fashion Women Fashion Sneakers,KSh 499 - KSh 599,KSh 799,38%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-women-fashion-sneakers-264645874.html
Fashion Men Shoes Loafers Casual Shoes Slip-On Shoes Business Shoes,KSh 699,"KSh 1,349",48%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-men-shoes-loafers-casual-shoes-slip-on-shoes-business-shoes-71168513.html
Fashion 2024 Men Casual Air-Cushion Running Sneakers Black,KSh 649,"KSh 1,001",35%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/fashion-2024-men-casual-air-cushion-running-sneakers-black-264645835.html
Mosara Deep Treatment Masque - 250G,KSh 990,N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/mosara-deep-treatment-masque-250g-50399237.html
David Beckham MENS CLASSIC EDT 100ML,"KSh 4,500",N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/david-beckham-mens-classic-edt-100ml-286404481.html
NIVEA Radiant & Beauty Advanced Care Lotion For Women - 400ml (Pack Of 2),"KSh 1,095","KSh 1,460",25%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/nivea-radiant-beauty-advanced-care-lotion-for-women-400ml-pack-of-2-94993120.html
"NIVEA His & Hers Deo Pack - Deep Roll-On - 50ml, Pearl & Beauty Roll-On - 50ml",KSh 780,"KSh 1,040",25%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/nivea-his-hers-deo-pack-deep-roll-on-50ml-pearl-beauty-roll-on-50ml-68527994.html
UNCOVER Aloe Invisible Sunscreen,"KSh 2,699","KSh 2,999",10%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/uncover-aloe-invisible-sunscreen-101869246.html
St Ives Soft Skin Honey And Avocado Face Scrub 170g,"KSh 1,095",N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/st-ives-soft-skin-honey-and-avocado-face-scrub-170g-268476562.html
Vaseline Dry Skin Repair Void 400ml,KSh 570,N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/vaseline-dry-skin-repair-void-400ml-168440903.html
Garnier Pure Active 3 In1 Charcoal  Anti  Blackhead Mask Wash Scrub -150ml,KSh 942,"KSh 1,345",30%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/garnier-pure-active-3-in1-charcoal-anti-blackhead-mask-wash-scrub-150ml-15855244.html
NIVEA Revitalising Body Lotion For Men - 400ml,KSh 400,KSh 500,20%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/nivea-revitalising-body-lotion-for-men-400ml-67957571.html
"Dettol Antibacterial Soap SkinCare, 175g",KSh 249,KSh 300,17%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/dettol-antibacterial-soap-skincare-175g-167024233.html
"XIAOMI Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Midnight Black","KSh 12,990","KSh 19,999",35%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/xiaomi-redmi-14c-6.88-4gb-ram128gb-storage-dual-sim-5160mah-midnight-black-279067660.html
"Vitron 4388FS,43"" Inch FRAMELESS Smart Android TV Netflix INBUILT DECODER, Bluetooth Enabled Television (1 Year Warranty)+FREE BRACKET","KSh 20,999","KSh 28,000",25%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/vitron-4388fs43-inch-frameless-smart-android-tv-netflix-inbuilt-decoder-bluetooth-enabled-television-1-year-warrantyfree-bracket-35019813.html
"Haier HMW20DBM Digital Microwave Oven 700W, 20L - Black","KSh 9,999","KSh 12,795",22%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/haier-hmw20dbm-digital-microwave-oven-700w-20l-black-95922981.html
"Samsung Galaxy A05, 6.7'' 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Black","KSh 10,979","KSh 14,999",27%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/samsung-galaxy-a05-6.7-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-black-185881786.html
Earpods Pro3 Bluetooth Headsets Wireless Earphones,KSh 430,KSh 800,46%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-earpods-pro3-bluetooth-headsets-wireless-earphones-282230331.html
LED Display Bluetooth Headsets 8D Stereo Wireless Earphones Earpods,KSh 399,KSh 450,11%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-led-display-bluetooth-headsets-8d-stereo-wireless-earphones-earpods-278793044.html
Mosquito Net With Metallic Stand 4 By 6 - Purple,"KSh 1,247","KSh 1,330",6%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/4-by-6-purple-mosquito-net-with-metallic-stand-generic-mpg346369.html
Power King Top Quality 3M 4 Way Power Extension Cable,KSh 299,KSh 400,25%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/power-king-top-quality-3m-4-way-power-extension-cable-110914102.html
37 Grids Silicon Ice Cube Maker Tray + Top Cover,KSh 369,KSh 766,52%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/37-grids-silicon-ice-cube-maker-tray-top-cover-generic-mpg6275452.html
"Nunix Bottom Load Hot, Cold And Normal Water Dispenser","KSh 10,999","KSh 16,000",31%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/nunix-bottom-load-hot-cold-and-normal-water-dispenser-233657851.html
G40 Solar String Lights 25Bulb 7.62meters Fairy Lights With USB Charging,"KSh 6,899",N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/generic-g40-solar-string-lights-25bulb-7.62meters-fairy-lights-with-usb-charging-43997627.html
Solarmax 350 Watts Solar Panel 350Watts Monocrystalline All Weather Solar Panel,"KSh 10,999","KSh 20,000",45%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/solarmax-350-watts-solar-panel-350watts-monocrystalline-all-weather-solar-panel-258336939.html
IPCONE Hot And Normal Standing Water Dispenser With Storage Cabinet,"KSh 3,499","KSh 4,599",24%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/ipcone-hot-and-normal-standing-water-dispenser-with-storage-cabinet-252945793.html
Windsor Ceiling Fan with Light Bulb 3 Lighting Modes 6 Speed Remote Control Wooden Fan Blades with Timer Quite Dc Motor Superior High Quality 1 Yr Warranty,"KSh 14,995",N/A,No Discount,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/windsor-ceiling-fan-with-light-bulb-3-lighting-modes-6-speed-remote-control-wooden-fan-blades-with-timer-quite-dc-motor-superior-high-quality-1-yr-warranty-280157868.html
Solarmax Solar Panel Fullkit 100w Solar Panel + 80AH Battery + 300Watts Inverter + 10 Ah Charge Controller + 5 Bulbs +10m Cable,"KSh 11,499","KSh 18,999",39%,Stock info unavailable,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating available,https://www.jumia.co.ke/solarmax-solar-panel-fullkit-100w-solar-panel-80ah-battery-300watts-inverter-10-ah-charge-controller-5-bulbs-10m-cable-287916820.html
